"leto","drzava","spol","starost","izobrazba","stevilo"
2009,"Bulgaria","Females","15 do 24","3-4",75.5
2009,"Bulgaria","Females","15 do 29","0-2",22.8
2009,"Bulgaria","Females","15 do 29","3-4",131.6
2009,"Bulgaria","Females","20 do 24","0-2",7.6
2009,"Bulgaria","Females","20 do 24","3-4",68.1
2009,"Bulgaria","Females","20 do 29","0-2",19.6
2009,"Bulgaria","Females","20 do 29","3-4",124.2
2009,"Bulgaria","Females","25 do 29","0-2",12
2009,"Bulgaria","Females","25 do 29","3-4",56.1
2009,"Czech Republic","Males","15 do 19","0-2",6.4
2009,"Czech Republic","Males","15 do 19","3-4",13
2009,"Czech Republic","Males","15 do 24","0-2",16.7
2009,"Czech Republic","Males","15 do 24","3-4",191.2
2009,"Czech Republic","Males","15 do 29","0-2",29.8
2009,"Czech Republic","Males","15 do 29","3-4",452.7
2009,"Czech Republic","Males","20 do 24","0-2",10.3
2009,"Czech Republic","Males","20 do 24","3-4",178.2
2009,"Czech Republic","Males","20 do 29","0-2",23.4
2009,"Czech Republic","Males","20 do 29","3-4",439.6
2009,"Czech Republic","Males","25 do 29","0-2",13.1
2009,"Czech Republic","Males","25 do 29","3-4",261.5
2009,"Czech Republic","Females","15 do 19","0-2",3.9
2009,"Czech Republic","Females","15 do 19","3-4",9
2009,"Czech Republic","Females","15 do 24","0-2",10
2009,"Czech Republic","Females","15 do 24","3-4",117.3
2009,"Czech Republic","Females","15 do 29","0-2",16.9
2009,"Czech Republic","Females","15 do 29","3-4",263.5
2009,"Czech Republic","Females","20 do 24","0-2",6.1
2009,"Czech Republic","Females","20 do 24","3-4",108.3
2009,"Czech Republic","Females","20 do 29","0-2",13
2009,"Czech Republic","Females","20 do 29","3-4",254.4
2009,"Czech Republic","Females","25 do 29","0-2",6.9
2009,"Czech Republic","Females","25 do 29","3-4",146.2
2009,"Denmark","Males","15 do 19","0-2",87.3
2009,"Denmark","Males","15 do 19","3-4",4.9
2009,"Denmark","Males","15 do 24","0-2",131
2009,"Denmark","Males","15 do 24","3-4",70.3
2009,"Denmark","Males","15 do 29","0-2",159.9
2009,"Denmark","Males","15 do 29","3-4",127
2009,"Denmark","Males","20 do 24","0-2",43.7
2009,"Denmark","Males","20 do 24","3-4",65.4
2009,"Denmark","Males","20 do 29","0-2",72.6
2009,"Denmark","Males","20 do 29","3-4",122.1
2009,"Denmark","Males","25 do 29","0-2",28.9
2009,"Denmark","Males","25 do 29","3-4",56.7
2009,"Denmark","Females","15 do 19","0-2",81
2009,"Denmark","Females","15 do 19","3-4",9
2009,"Denmark","Females","15 do 24","0-2",102.9
2009,"Denmark","Females","15 do 24","3-4",89.3
2009,"Denmark","Females","15 do 29","0-2",118.5
2009,"Denmark","Females","15 do 29","3-4",134.5
2009,"Denmark","Females","20 do 24","0-2",22
2009,"Denmark","Females","20 do 24","3-4",80.2
2009,"Denmark","Females","20 do 29","0-2",37.5
2009,"Denmark","Females","20 do 29","3-4",125.4
2009,"Denmark","Females","25 do 29","0-2",15.5
2009,"Denmark","Females","25 do 29","3-4",45.2
2009,"Germany","Males","15 do 19","0-2",612
2009,"Germany","Males","15 do 19","3-4",74
2009,"Germany","Males","15 do 24","0-2",1055.3
2009,"Germany","Males","15 do 24","3-4",1120.2
2009,"Germany","Males","15 do 29","0-2",1274.5
2009,"Germany","Males","15 do 29","3-4",2423.7
2009,"Germany","Males","20 do 24","0-2",443.3
2009,"Germany","Males","20 do 24","3-4",1046.2
2009,"Germany","Males","20 do 29","0-2",662.5
2009,"Germany","Males","20 do 29","3-4",2349.7
2009,"Germany","Males","25 do 29","0-2",219.3
2009,"Germany","Males","25 do 29","3-4",1303.5
2009,"Germany","Females","15 do 19","0-2",434.3
2009,"Germany","Females","15 do 19","3-4",95.5
2009,"Germany","Females","15 do 24","0-2",744.3
2009,"Germany","Females","15 do 24","3-4",1144
2009,"Germany","Females","15 do 29","0-2",884.7
2009,"Germany","Females","15 do 29","3-4",2233.9
2009,"Germany","Females","20 do 24","0-2",310
2009,"Germany","Females","20 do 24","3-4",1048.5
2009,"Germany","Females","20 do 29","0-2",450.3
2009,"Germany","Females","20 do 29","3-4",2138.4
2009,"Germany","Females","25 do 29","0-2",140.4
2009,"Germany","Females","25 do 29","3-4",1089.9
2009,"Estonia","Males","15 do 19","0-2",1.8
2009,"Estonia","Males","15 do 24","0-2",7.3
2009,"Estonia","Males","15 do 24","3-4",17.8
2009,"Estonia","Males","15 do 29","0-2",11.6
2009,"Estonia","Males","15 do 29","3-4",39.7
2009,"Estonia","Males","20 do 24","0-2",5.5
2009,"Estonia","Males","20 do 24","3-4",17.1
2009,"Estonia","Males","20 do 29","0-2",9.8
2009,"Estonia","Males","20 do 29","3-4",39
2009,"Estonia","Males","25 do 29","0-2",4.3
2009,"Estonia","Males","25 do 29","3-4",21.9
2009,"Estonia","Females","15 do 24","0-2",3.2
2009,"Estonia","Females","15 do 24","3-4",15.4
2009,"Estonia","Females","15 do 29","0-2",5.1
2009,"Estonia","Females","15 do 29","3-4",26.9
2009,"Estonia","Females","20 do 24","0-2",2.1
2009,"Estonia","Females","20 do 24","3-4",14.2
2009,"Estonia","Females","20 do 29","0-2",4.1
2009,"Estonia","Females","20 do 29","3-4",25.7
2009,"Estonia","Females","25 do 29","0-2",2
2009,"Estonia","Females","25 do 29","3-4",11.5
2009,"Ireland","Males","15 do 19","0-2",8.6
2009,"Ireland","Males","15 do 19","3-4",11.6
2009,"Ireland","Males","15 do 24","0-2",19.5
2009,"Ireland","Males","15 do 24","3-4",65.6
2009,"Ireland","Males","15 do 29","0-2",35
2009,"Ireland","Males","15 do 29","3-4",122.8
2009,"Ireland","Males","20 do 24","0-2",10.9
2009,"Ireland","Males","20 do 24","3-4",54
2009,"Ireland","Males","20 do 29","0-2",26.5
2009,"Ireland","Males","20 do 29","3-4",111.2
2009,"Ireland","Males","25 do 29","0-2",15.6
2009,"Ireland","Males","25 do 29","3-4",57.2
2009,"Ireland","Females","15 do 19","0-2",7
2009,"Ireland","Females","15 do 19","3-4",13.2
2009,"Ireland","Females","15 do 24","0-2",13.6
2009,"Ireland","Females","15 do 24","3-4",69.2
2009,"Ireland","Females","15 do 29","0-2",22.8
2009,"Ireland","Females","15 do 29","3-4",114.5
2009,"Ireland","Females","20 do 24","0-2",6.7
2009,"Ireland","Females","20 do 24","3-4",56
2009,"Ireland","Females","20 do 29","0-2",15.8
2009,"Ireland","Females","20 do 29","3-4",101.3
2009,"Ireland","Females","25 do 29","0-2",9.2
2009,"Ireland","Females","25 do 29","3-4",45.3
2009,"Greece","Males","15 do 19","0-2",14.5
2009,"Greece","Males","15 do 19","3-4",9
2009,"Greece","Males","15 do 24","0-2",65.5
2009,"Greece","Males","15 do 24","3-4",88
2009,"Greece","Males","15 do 29","0-2",168.8
2009,"Greece","Males","15 do 29","3-4",237
2009,"Greece","Males","20 do 24","0-2",50.9
2009,"Greece","Males","20 do 24","3-4",79
2009,"Greece","Males","20 do 29","0-2",154.2
2009,"Greece","Males","20 do 29","3-4",227.9
2009,"Greece","Males","25 do 29","0-2",103.3
2009,"Greece","Males","25 do 29","3-4",149
2009,"Greece","Females","15 do 19","0-2",4.6
2009,"Greece","Females","15 do 19","3-4",7.1
2009,"Greece","Females","15 do 24","0-2",19.7
2009,"Greece","Females","15 do 24","3-4",70.1
2009,"Greece","Females","15 do 29","0-2",47.5
2009,"Greece","Females","15 do 29","3-4",173
2009,"Greece","Females","20 do 24","0-2",15.1
2009,"Greece","Females","20 do 24","3-4",62.9
2009,"Greece","Females","20 do 29","0-2",42.9
2009,"Greece","Females","20 do 29","3-4",165.8
2009,"Greece","Females","25 do 29","0-2",27.8
2009,"Greece","Females","25 do 29","3-4",102.9
2009,"Spain","Males","15 do 19","0-2",106
2009,"Spain","Males","15 do 19","3-4",17.4
2009,"Spain","Males","15 do 24","0-2",440.7
2009,"Spain","Males","15 do 24","3-4",206.5
2009,"Spain","Males","15 do 29","0-2",899.5
2009,"Spain","Males","15 do 29","3-4",529.9
2009,"Spain","Males","20 do 24","0-2",334.7
2009,"Spain","Males","20 do 24","3-4",189.1
2009,"Spain","Males","20 do 29","0-2",793.5
2009,"Spain","Males","20 do 29","3-4",512.6
2009,"Spain","Males","25 do 29","0-2",458.8
2009,"Spain","Males","25 do 29","3-4",323.5
2009,"Spain","Females","15 do 19","0-2",52.5
2009,"Spain","Females","15 do 19","3-4",26.9
2009,"Spain","Females","15 do 24","0-2",246.1
2009,"Spain","Females","15 do 24","3-4",236
2009,"Spain","Females","15 do 29","0-2",515.3
2009,"Spain","Females","15 do 29","3-4",542.9
2009,"Spain","Females","20 do 24","0-2",193.6
2009,"Spain","Females","20 do 24","3-4",209.1
2009,"Spain","Females","20 do 29","0-2",462.8
2009,"Spain","Females","20 do 29","3-4",516
2009,"Spain","Females","25 do 29","0-2",269.3
2009,"Spain","Females","25 do 29","3-4",307
2009,"France","Males","15 do 19","0-2",135.1
2009,"France","Males","15 do 19","3-4",123.2
2009,"France","Males","15 do 24","0-2",297.8
2009,"France","Males","15 do 24","3-4",702.3
2009,"France","Males","15 do 29","0-2",526.1
2009,"France","Males","15 do 29","3-4",1412.9
2009,"France","Males","20 do 24","0-2",162.7
2009,"France","Males","20 do 24","3-4",579.1
2009,"France","Males","20 do 29","0-2",391
2009,"France","Males","20 do 29","3-4",1289.7
2009,"France","Males","25 do 29","0-2",228.4
2009,"France","Males","25 do 29","3-4",710.6
2009,"France","Females","15 do 19","0-2",74.4
2009,"France","Females","15 do 19","3-4",80.4
2009,"France","Females","15 do 24","0-2",176.7
2009,"France","Females","15 do 24","3-4",556.2
2009,"France","Females","15 do 29","0-2",310.4
2009,"France","Females","15 do 29","3-4",1072.5
2009,"France","Females","20 do 24","0-2",102.3
2009,"France","Females","20 do 24","3-4",475.8
2009,"France","Females","20 do 29","0-2",236
2009,"France","Females","20 do 29","3-4",992.2
2009,"France","Females","25 do 29","0-2",133.7
2009,"France","Females","25 do 29","3-4",516.4
2009,"Croatia","Males","15 do 19","0-2",1.6
2009,"Croatia","Males","15 do 19","3-4",11.8
2009,"Croatia","Males","15 do 24","0-2",4.5
2009,"Croatia","Males","15 do 24","3-4",79.1
2009,"Croatia","Males","15 do 29","0-2",13.6
2009,"Croatia","Males","15 do 29","3-4",170.7
2009,"Croatia","Males","20 do 24","0-2",2.9
2009,"Croatia","Males","20 do 24","3-4",67.3
2009,"Croatia","Males","20 do 29","0-2",12
2009,"Croatia","Males","20 do 29","3-4",158.9
2009,"Croatia","Males","25 do 29","0-2",9.1
2009,"Croatia","Males","25 do 29","3-4",91.6
2009,"Croatia","Females","15 do 19","0-2",1.5
2009,"Croatia","Females","15 do 19","3-4",5.8
2009,"Croatia","Females","15 do 24","0-2",3.4
2009,"Croatia","Females","15 do 24","3-4",46.3
2009,"Croatia","Females","15 do 29","0-2",5.8
2009,"Croatia","Females","15 do 29","3-4",108.1
2009,"Croatia","Females","20 do 24","0-2",1.9
2009,"Croatia","Females","20 do 24","3-4",40.6
2009,"Croatia","Females","20 do 29","0-2",4.3
2009,"Croatia","Females","20 do 29","3-4",102.3
2009,"Croatia","Females","25 do 29","0-2",2.4
2009,"Croatia","Females","25 do 29","3-4",61.7
2009,"Italy","Males","15 do 19","0-2",72.7
2009,"Italy","Males","15 do 19","3-4",36.5
2009,"Italy","Males","15 do 24","0-2",305.6
2009,"Italy","Males","15 do 24","3-4",469.2
2009,"Italy","Males","15 do 29","0-2",670.8
2009,"Italy","Males","15 do 29","3-4",1123.3
2009,"Italy","Males","20 do 24","0-2",232.9
2009,"Italy","Males","20 do 24","3-4",432.7
2009,"Italy","Males","20 do 29","0-2",598.1
2009,"Italy","Males","20 do 29","3-4",1086.8
2009,"Italy","Males","25 do 29","0-2",365.2
2009,"Italy","Males","25 do 29","3-4",654.1
2009,"Italy","Females","15 do 19","0-2",30.3
2009,"Italy","Females","15 do 19","3-4",23.8
2009,"Italy","Females","15 do 24","0-2",125.3
2009,"Italy","Females","15 do 24","3-4",336.1
2009,"Italy","Females","15 do 29","0-2",289.4
2009,"Italy","Females","15 do 29","3-4",825.2
2009,"Italy","Females","20 do 24","0-2",94.9
2009,"Italy","Females","20 do 24","3-4",312.3
2009,"Italy","Females","20 do 29","0-2",259.1
2009,"Italy","Females","20 do 29","3-4",801.4
2009,"Italy","Females","25 do 29","0-2",164.2
2009,"Italy","Females","25 do 29","3-4",489.1
2009,"Cyprus","Males","15 do 19","0-2",1.5
2009,"Cyprus","Males","15 do 19","3-4",0.7
2009,"Cyprus","Males","15 do 24","0-2",4.8
2009,"Cyprus","Males","15 do 24","3-4",11.2
2009,"Cyprus","Males","15 do 29","0-2",10
2009,"Cyprus","Males","15 do 29","3-4",21.4
2009,"Cyprus","Males","20 do 24","0-2",3.3
2009,"Cyprus","Males","20 do 24","3-4",10.5
2009,"Cyprus","Males","20 do 29","0-2",8.5
2009,"Cyprus","Males","20 do 29","3-4",20.7
2009,"Cyprus","Males","25 do 29","0-2",5.2
2009,"Cyprus","Males","25 do 29","3-4",10.2
2009,"Cyprus","Females","15 do 19","0-2",0.6
2009,"Cyprus","Females","15 do 19","3-4",0.8
2009,"Cyprus","Females","15 do 24","0-2",2.3
2009,"Cyprus","Females","15 do 24","3-4",6.5
2009,"Cyprus","Females","15 do 29","0-2",4.9
2009,"Cyprus","Females","15 do 29","3-4",14
2009,"Cyprus","Females","20 do 24","0-2",1.7
2009,"Cyprus","Females","20 do 24","3-4",5.7
2009,"Cyprus","Females","20 do 29","0-2",4.3
2009,"Cyprus","Females","20 do 29","3-4",13.2
2009,"Cyprus","Females","25 do 29","0-2",2.6
2009,"Cyprus","Females","25 do 29","3-4",7.4
2009,"Latvia","Males","15 do 19","0-2",3.3
2009,"Latvia","Males","15 do 24","0-2",10.8
2009,"Latvia","Males","15 do 24","3-4",31.5
2009,"Latvia","Males","15 do 29","0-2",19.2
2009,"Latvia","Males","15 do 29","3-4",61.7
2009,"Latvia","Males","20 do 24","0-2",7.6
2009,"Latvia","Males","20 do 24","3-4",30.3
2009,"Latvia","Males","20 do 29","0-2",15.9
2009,"Latvia","Males","20 do 29","3-4",60.4
2009,"Latvia","Males","25 do 29","0-2",8.4
2009,"Latvia","Males","25 do 29","3-4",30.2
2009,"Latvia","Females","15 do 19","0-2",1.9
2009,"Latvia","Females","15 do 24","0-2",5.7
2009,"Latvia","Females","15 do 24","3-4",26.9
2009,"Latvia","Females","15 do 29","0-2",10.4
2009,"Latvia","Females","15 do 29","3-4",46.5
2009,"Latvia","Females","20 do 24","0-2",3.9
2009,"Latvia","Females","20 do 24","3-4",25.9
2009,"Latvia","Females","20 do 29","0-2",8.6
2009,"Latvia","Females","20 do 29","3-4",45.5
2009,"Latvia","Females","25 do 29","0-2",4.7
2009,"Latvia","Females","25 do 29","3-4",19.6
2009,"Lithuania","Males","15 do 24","0-2",9.2
2009,"Lithuania","Males","15 do 24","3-4",34
2009,"Lithuania","Males","15 do 29","0-2",15.6
2009,"Lithuania","Males","15 do 29","3-4",70.1
2009,"Lithuania","Males","20 do 24","0-2",6.9
2009,"Lithuania","Males","20 do 24","3-4",33.1
2009,"Lithuania","Males","20 do 29","0-2",13.3
2009,"Lithuania","Males","20 do 29","3-4",69.2
2009,"Lithuania","Males","25 do 29","0-2",6.4
2009,"Lithuania","Males","25 do 29","3-4",36.1
2009,"Lithuania","Females","15 do 24","3-4",29.5
2009,"Lithuania","Females","15 do 29","0-2",7.8
2009,"Lithuania","Females","15 do 29","3-4",55.9
2009,"Lithuania","Females","20 do 24","3-4",27.9
2009,"Lithuania","Females","20 do 29","0-2",6.7
2009,"Lithuania","Females","20 do 29","3-4",54.3
2009,"Lithuania","Females","25 do 29","0-2",4.9
2009,"Lithuania","Females","25 do 29","3-4",26.4
2009,"Luxembourg","Males","15 do 19","0-2",1.3
2009,"Luxembourg","Males","15 do 24","0-2",2.6
2009,"Luxembourg","Males","15 do 24","3-4",4.5
2009,"Luxembourg","Males","15 do 29","0-2",5
2009,"Luxembourg","Males","15 do 29","3-4",10.5
2009,"Luxembourg","Males","20 do 24","0-2",1.3
2009,"Luxembourg","Males","20 do 24","3-4",4.1
2009,"Luxembourg","Males","20 do 29","0-2",3.7
2009,"Luxembourg","Males","20 do 29","3-4",10.1
2009,"Luxembourg","Males","25 do 29","0-2",2.4
2009,"Luxembourg","Males","25 do 29","3-4",6
2009,"Luxembourg","Females","15 do 19","0-2",0.8
2009,"Luxembourg","Females","15 do 24","0-2",1.7
2009,"Luxembourg","Females","15 do 24","3-4",3.4
2009,"Luxembourg","Females","15 do 29","0-2",3.3
2009,"Luxembourg","Females","15 do 29","3-4",8
2009,"Luxembourg","Females","20 do 24","0-2",0.9
2009,"Luxembourg","Females","20 do 24","3-4",3
2009,"Luxembourg","Females","20 do 29","0-2",2.5
2009,"Luxembourg","Females","20 do 29","3-4",7.6
2009,"Luxembourg","Females","25 do 29","0-2",1.6
2009,"Luxembourg","Females","25 do 29","3-4",4.6
2009,"Hungary","Males","15 do 19","0-2",3.7
2009,"Hungary","Males","15 do 19","3-4",3.6
2009,"Hungary","Males","15 do 24","0-2",21.4
2009,"Hungary","Males","15 do 24","3-4",92
2009,"Hungary","Males","15 do 29","0-2",45.4
2009,"Hungary","Males","15 do 29","3-4",263.6
2009,"Hungary","Males","20 do 24","0-2",17.7
2009,"Hungary","Males","20 do 24","3-4",88.4
2009,"Hungary","Males","20 do 29","0-2",41.7
2009,"Hungary","Males","20 do 29","3-4",260
2009,"Hungary","Males","25 do 29","0-2",24
2009,"Hungary","Males","25 do 29","3-4",171.6
2009,"Hungary","Females","15 do 24","0-2",9.7
2009,"Hungary","Females","15 do 24","3-4",71.5
2009,"Hungary","Females","15 do 29","0-2",22.1
2009,"Hungary","Females","15 do 29","3-4",177
2009,"Hungary","Females","20 do 24","0-2",7.7
2009,"Hungary","Females","20 do 24","3-4",69.2
2009,"Hungary","Females","20 do 29","0-2",20.2
2009,"Hungary","Females","20 do 29","3-4",174.7
2009,"Hungary","Females","25 do 29","0-2",12.4
2009,"Hungary","Females","25 do 29","3-4",105.4
2009,"Malta","Males","15 do 19","0-2",1.6
2009,"Malta","Males","15 do 19","3-4",1.3
2009,"Malta","Males","15 do 24","0-2",5.5
2009,"Malta","Males","15 do 24","3-4",6.6
2009,"Malta","Males","15 do 29","0-2",12.4
2009,"Malta","Males","15 do 29","3-4",10.8
2009,"Malta","Males","20 do 24","0-2",3.9
2009,"Malta","Males","20 do 24","3-4",5.2
2009,"Malta","Males","20 do 29","0-2",10.7
2009,"Malta","Males","20 do 29","3-4",9.4
2009,"Malta","Males","25 do 29","0-2",6.9
2009,"Malta","Males","25 do 29","3-4",4.2
2009,"Malta","Females","15 do 19","0-2",1
2009,"Malta","Females","15 do 19","3-4",1.5
2009,"Malta","Females","15 do 24","0-2",3
2009,"Malta","Females","15 do 24","3-4",6.5
2009,"Malta","Females","15 do 29","0-2",6.3
2009,"Malta","Females","15 do 29","3-4",9.5
2009,"Malta","Females","20 do 24","0-2",2
2009,"Malta","Females","20 do 24","3-4",5
2009,"Malta","Females","20 do 29","0-2",5.2
2009,"Malta","Females","20 do 29","3-4",8
2009,"Malta","Females","25 do 29","0-2",3.2
2009,"Malta","Females","25 do 29","3-4",3
2009,"Netherlands","Males","15 do 19","0-2",234.5
2009,"Netherlands","Males","15 do 19","3-4",59.8
2009,"Netherlands","Males","15 do 24","0-2",337.2
2009,"Netherlands","Males","15 do 24","3-4",288
2009,"Netherlands","Males","15 do 29","0-2",419.2
2009,"Netherlands","Males","15 do 29","3-4",479.7
2009,"Netherlands","Males","20 do 24","0-2",102.8
2009,"Netherlands","Males","20 do 24","3-4",228.1
2009,"Netherlands","Males","20 do 29","0-2",184.7
2009,"Netherlands","Males","20 do 29","3-4",419.9
2009,"Netherlands","Males","25 do 29","0-2",81.9
2009,"Netherlands","Males","25 do 29","3-4",191.8
2009,"Netherlands","Females","15 do 19","0-2",208.5
2009,"Netherlands","Females","15 do 19","3-4",77.3
2009,"Netherlands","Females","15 do 24","0-2",265.7
2009,"Netherlands","Females","15 do 24","3-4",313.9
2009,"Netherlands","Females","15 do 29","0-2",305.4
2009,"Netherlands","Females","15 do 29","3-4",484
2009,"Netherlands","Females","20 do 24","0-2",57.1
2009,"Netherlands","Females","20 do 24","3-4",236.6
2009,"Netherlands","Females","20 do 29","0-2",96.9
2009,"Netherlands","Females","20 do 29","3-4",406.7
2009,"Netherlands","Females","25 do 29","0-2",39.8
2009,"Netherlands","Females","25 do 29","3-4",170.1
2009,"Austria","Males","15 do 19","0-2",85.3
2009,"Austria","Males","15 do 19","3-4",17.9
2009,"Austria","Males","15 do 24","0-2",105.2
2009,"Austria","Males","15 do 24","3-4",163.2
2009,"Austria","Males","15 do 29","0-2",126.4
2009,"Austria","Males","15 do 29","3-4",329.5
2009,"Austria","Males","20 do 24","0-2",19.8
2009,"Austria","Males","20 do 24","3-4",145.3
2009,"Austria","Males","20 do 29","0-2",41
2009,"Austria","Males","20 do 29","3-4",311.6
2009,"Austria","Males","25 do 29","0-2",21.2
2009,"Austria","Males","25 do 29","3-4",166.3
2009,"Austria","Females","15 do 19","0-2",55.8
2009,"Austria","Females","15 do 19","3-4",26.4
2009,"Austria","Females","15 do 24","0-2",74.3
2009,"Austria","Females","15 do 24","3-4",168.2
2009,"Austria","Females","15 do 29","0-2",91
2009,"Austria","Females","15 do 29","3-4",309.5
2009,"Austria","Females","20 do 24","0-2",18.4
2009,"Austria","Females","20 do 24","3-4",141.8
2009,"Austria","Females","20 do 29","0-2",35.2
2009,"Austria","Females","20 do 29","3-4",283.1
2009,"Austria","Females","25 do 29","0-2",16.7
2009,"Austria","Females","25 do 29","3-4",141.2
2009,"Poland","Males","15 do 19","0-2",47.7
2009,"Poland","Males","15 do 19","3-4",34.5
2009,"Poland","Males","15 do 24","0-2",114.7
2009,"Poland","Males","15 do 24","3-4",631.9
2009,"Poland","Males","15 do 29","0-2",187.4
2009,"Poland","Males","15 do 29","3-4",1441.7
2009,"Poland","Males","20 do 24","0-2",67
2009,"Poland","Males","20 do 24","3-4",597.4
2009,"Poland","Males","20 do 29","0-2",139.7
2009,"Poland","Males","20 do 29","3-4",1407.2
2009,"Poland","Males","25 do 29","0-2",72.7
2009,"Poland","Males","25 do 29","3-4",809.8
2009,"Poland","Females","15 do 19","0-2",22
2009,"Poland","Females","15 do 19","3-4",34.4
2009,"Poland","Females","15 do 24","0-2",37.9
2009,"Poland","Females","15 do 24","3-4",438
2009,"Poland","Females","15 do 29","0-2",57.9
2009,"Poland","Females","15 do 29","3-4",866.6
2009,"Poland","Females","20 do 24","0-2",15.9
2009,"Poland","Females","20 do 24","3-4",403.6
2009,"Poland","Females","20 do 29","0-2",35.9
2009,"Poland","Females","20 do 29","3-4",832.2
2009,"Poland","Females","25 do 29","0-2",20
2009,"Poland","Females","25 do 29","3-4",428.6
2009,"Portugal","Males","15 do 19","0-2",29
2009,"Portugal","Males","15 do 19","3-4",5.5
2009,"Portugal","Males","15 do 24","0-2",132.3
2009,"Portugal","Males","15 do 24","3-4",53.4
2009,"Portugal","Males","15 do 29","0-2",285.8
2009,"Portugal","Males","15 do 29","3-4",129.9
2009,"Portugal","Males","20 do 24","0-2",103.2
2009,"Portugal","Males","20 do 24","3-4",47.9
2009,"Portugal","Males","20 do 29","0-2",256.8
2009,"Portugal","Males","20 do 29","3-4",124.5
2009,"Portugal","Males","25 do 29","0-2",153.6
2009,"Portugal","Males","25 do 29","3-4",76.5
2009,"Portugal","Females","15 do 19","0-2",17.2
2009,"Portugal","Females","15 do 19","3-4",6.3
2009,"Portugal","Females","15 do 24","0-2",85.1
2009,"Portugal","Females","15 do 24","3-4",59.9
2009,"Portugal","Females","15 do 29","0-2",182.5
2009,"Portugal","Females","15 do 29","3-4",126.1
2009,"Portugal","Females","20 do 24","0-2",67.9
2009,"Portugal","Females","20 do 24","3-4",53.5
2009,"Portugal","Females","20 do 29","0-2",165.3
2009,"Portugal","Females","20 do 29","3-4",119.8
2009,"Portugal","Females","25 do 29","0-2",97.4
2009,"Portugal","Females","25 do 29","3-4",66.2
2009,"Romania","Males","15 do 19","0-2",49.9
2009,"Romania","Males","15 do 19","3-4",27.1
2009,"Romania","Males","15 do 24","0-2",155.9
2009,"Romania","Males","15 do 24","3-4",265.9
2009,"Romania","Males","15 do 29","0-2",274.8
2009,"Romania","Males","15 do 29","3-4",605
2009,"Romania","Males","20 do 24","0-2",106
2009,"Romania","Males","20 do 24","3-4",238.8
2009,"Romania","Males","20 do 29","0-2",224.9
2009,"Romania","Males","20 do 29","3-4",577.9
2009,"Romania","Males","25 do 29","0-2",118.9
2009,"Romania","Males","25 do 29","3-4",339.1
2009,"Romania","Females","15 do 19","0-2",29.6
2009,"Romania","Females","15 do 19","3-4",15.6
2009,"Romania","Females","15 do 24","0-2",92.3
2009,"Romania","Females","15 do 24","3-4",178.6
2009,"Romania","Females","15 do 29","0-2",171.9
2009,"Romania","Females","15 do 29","3-4",436.2
2009,"Romania","Females","20 do 24","0-2",62.7
2009,"Romania","Females","20 do 24","3-4",163
2009,"Romania","Females","20 do 29","0-2",142.3
2009,"Romania","Females","20 do 29","3-4",420.6
2009,"Romania","Females","25 do 29","0-2",79.6
2009,"Romania","Females","25 do 29","3-4",257.6
2009,"Slovenia","Males","15 do 19","0-2",5.1
2009,"Slovenia","Males","15 do 19","3-4",3.6
2009,"Slovenia","Males","15 do 24","0-2",10.4
2009,"Slovenia","Males","15 do 24","3-4",39.5
2009,"Slovenia","Males","15 do 29","0-2",14.1
2009,"Slovenia","Males","15 do 29","3-4",84
2009,"Slovenia","Males","20 do 24","0-2",5.2
2009,"Slovenia","Males","20 do 24","3-4",35.9
2009,"Slovenia","Males","20 do 29","0-2",9
2009,"Slovenia","Males","20 do 29","3-4",80.4
2009,"Slovenia","Males","25 do 29","0-2",3.8
2009,"Slovenia","Males","25 do 29","3-4",44.6
2009,"Slovenia","Females","15 do 19","0-2",4.2
2009,"Slovenia","Females","15 do 19","3-4",3.2
2009,"Slovenia","Females","15 do 24","0-2",5.9
2009,"Slovenia","Females","15 do 24","3-4",27.8
2009,"Slovenia","Females","15 do 29","0-2",7.3
2009,"Slovenia","Females","15 do 29","3-4",55.4
2009,"Slovenia","Females","20 do 24","0-2",1.8
2009,"Slovenia","Females","20 do 24","3-4",24.5
2009,"Slovenia","Females","20 do 29","0-2",3.1
2009,"Slovenia","Females","20 do 29","3-4",52.1
2009,"Slovenia","Females","25 do 29","0-2",1.3
2009,"Slovenia","Females","25 do 29","3-4",27.6
2009,"Slovakia","Males","15 do 19","3-4",6.6
2009,"Slovakia","Males","15 do 24","0-2",6
2009,"Slovakia","Males","15 do 24","3-4",100.1
2009,"Slovakia","Males","15 do 29","0-2",9.7
2009,"Slovakia","Males","15 do 29","3-4",247.7
2009,"Slovakia","Males","20 do 24","0-2",4.2
2009,"Slovakia","Males","20 do 24","3-4",93.6
2009,"Slovakia","Males","20 do 29","0-2",7.8
2009,"Slovakia","Males","20 do 29","3-4",241.2
2009,"Slovakia","Males","25 do 29","0-2",3.6
2009,"Slovakia","Males","25 do 29","3-4",147.6
2009,"Slovakia","Females","15 do 19","3-4",3
2009,"Slovakia","Females","15 do 24","3-4",63
2009,"Slovakia","Females","15 do 29","0-2",2.6
2009,"Slovakia","Females","15 do 29","3-4",147.1
2009,"Slovakia","Females","20 do 24","3-4",60
2009,"Slovakia","Females","20 do 29","0-2",2.1
2009,"Slovakia","Females","20 do 29","3-4",144.1
2009,"Slovakia","Females","25 do 29","3-4",84
2009,"Finland","Males","15 do 19","0-2",23
2009,"Finland","Males","15 do 19","3-4",4.5
