"ACL00","GEO","UNIT","AGE","SEX","TIME","FREQUENC","Value","Flag and Footnotes"
"Sports events","Belgium","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","9.2",""
"Sports events","Belgium","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","4.5",""
"Sports events","Belgium","Percentage","From 16 to 24 years","Total","2006","More than 12 times","15.3",""
"Sports events","Belgium","Percentage","From 16 to 29 years","Total","2006","Never","58",""
"Sports events","Belgium","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","14.6",""
"Sports events","Belgium","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","8.4",""
"Sports events","Belgium","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","4.2",""
"Sports events","Belgium","Percentage","From 16 to 29 years","Total","2006","More than 12 times","14.7",""
"Sports events","Belgium","Percentage","From 20 to 24 years","Total","2006","Never","55.1",""
"Sports events","Belgium","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","14.6",""
"Sports events","Belgium","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","10.1",""
"Sports events","Belgium","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","3.8",""
"Sports events","Belgium","Percentage","From 20 to 24 years","Total","2006","More than 12 times","16.3",""
"Sports events","Belgium","Percentage","From 20 to 29 years","Total","2006","Never","58",""
"Sports events","Belgium","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","14.7",""
"Sports events","Belgium","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","8.5",""
"Sports events","Belgium","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","3.8",""
"Sports events","Belgium","Percentage","From 20 to 29 years","Total","2006","More than 12 times","15",""
"Sports events","Belgium","Percentage","From 25 to 29 years","Total","2006","Never","60.6",""
"Sports events","Belgium","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","14.7",""
"Sports events","Belgium","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","7.1",""
"Sports events","Belgium","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.8",""
"Sports events","Belgium","Percentage","From 25 to 29 years","Total","2006","More than 12 times","13.9",""
"Sports events","Bulgaria","Percentage","From 16 to 19 years","Total","2006","Never","58.9",""
"Sports events","Bulgaria","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","23.2",""
"Sports events","Bulgaria","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","8.6",""
"Sports events","Bulgaria","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","4.2",""
"Sports events","Bulgaria","Percentage","From 16 to 19 years","Total","2006","More than 12 times","5.1",""
"Sports events","Bulgaria","Percentage","From 16 to 24 years","Total","2006","Never","64.8",""
"Sports events","Bulgaria","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","20.4",""
"Sports events","Bulgaria","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","7.3",""
"Sports events","Bulgaria","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","3.6",""
"Sports events","Bulgaria","Percentage","From 16 to 24 years","Total","2006","More than 12 times","3.9",""
"Sports events","Bulgaria","Percentage","From 16 to 29 years","Total","2006","Never","69.3",""
"Sports events","Bulgaria","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","17.7",""
"Sports events","Bulgaria","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","6.5",""
"Sports events","Bulgaria","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","3.1",""
"Sports events","Bulgaria","Percentage","From 16 to 29 years","Total","2006","More than 12 times","3.4",""
"Sports events","Bulgaria","Percentage","From 20 to 24 years","Total","2006","Never","70.6",""
"Sports events","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","17.6",""
"Sports events","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","6.1",""
"Sports events","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","3.1",""
"Sports events","Bulgaria","Percentage","From 20 to 24 years","Total","2006","More than 12 times","2.7",""
"Sports events","Bulgaria","Percentage","From 20 to 29 years","Total","2006","Never","74.4",""
"Sports events","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","15.1",""
"Sports events","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","5.4",""
"Sports events","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","2.6",""
"Sports events","Bulgaria","Percentage","From 20 to 29 years","Total","2006","More than 12 times","2.5",""
"Sports events","Bulgaria","Percentage","From 25 to 29 years","Total","2006","Never","78.4",""
"Sports events","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","12.5",""
"Sports events","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","4.7",""
"Sports events","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","2",""
"Sports events","Bulgaria","Percentage","From 25 to 29 years","Total","2006","More than 12 times","2.4",""
"Sports events","Czech Republic","Percentage","From 16 to 19 years","Total","2006","Never","34.1",""
"Sports events","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","24.4",""
"Sports events","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","16.7",""
"Sports events","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","8.8",""
"Sports events","Czech Republic","Percentage","From 16 to 19 years","Total","2006","More than 12 times","16",""
"Sports events","Czech Republic","Percentage","From 16 to 24 years","Total","2006","Never","36.2",""
"Sports events","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","24.6",""
"Sports events","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","15.5",""
"Sports events","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","8.8",""
"Sports events","Czech Republic","Percentage","From 16 to 24 years","Total","2006","More than 12 times","15",""
"Sports events","Czech Republic","Percentage","From 16 to 29 years","Total","2006","Never","41.6",""
"Sports events","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","23.9",""
"Sports events","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","13.4",""
"Sports events","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","8.4",""
"Sports events","Czech Republic","Percentage","From 16 to 29 years","Total","2006","More than 12 times","12.8",""
"Sports events","Czech Republic","Percentage","From 20 to 24 years","Total","2006","Never","38.2",""
"Sports events","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","24.7",""
"Sports events","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","14.3",""
"Sports events","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","8.8",""
"Sports events","Czech Republic","Percentage","From 20 to 24 years","Total","2006","More than 12 times","14",""
"Sports events","Czech Republic","Percentage","From 20 to 29 years","Total","2006","Never","44.5",""
"Sports events","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","23.7",""
"Sports events","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","12.1",""
"Sports events","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","8.2",""
"Sports events","Czech Republic","Percentage","From 20 to 29 years","Total","2006","More than 12 times","11.5",""
"Sports events","Czech Republic","Percentage","From 25 to 29 years","Total","2006","Never","48.9",""
"Sports events","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","23",""
"Sports events","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","10.5",""
"Sports events","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","7.8",""
"Sports events","Czech Republic","Percentage","From 25 to 29 years","Total","2006","More than 12 times","9.8",""
"Sports events","Denmark","Percentage","From 16 to 19 years","Total","2006","Never","47.9",""
"Sports events","Denmark","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","18.2",""
"Sports events","Denmark","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","12.9",""
"Sports events","Denmark","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","6.3",""
"Sports events","Denmark","Percentage","From 16 to 19 years","Total","2006","More than 12 times","14.7",""
"Sports events","Denmark","Percentage","From 16 to 24 years","Total","2006","Never","45.5",""
"Sports events","Denmark","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","18.1",""
"Sports events","Denmark","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","12.5",""
"Sports events","Denmark","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","8",""
"Sports events","Denmark","Percentage","From 16 to 24 years","Total","2006","More than 12 times","15.9",""
"Sports events","Denmark","Percentage","From 16 to 29 years","Total","2006","Never","47.6",""
"Sports events","Denmark","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","17.4",""
"Sports events","Denmark","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","11.7",""
"Sports events","Denmark","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","8.4",""
"Sports events","Denmark","Percentage","From 16 to 29 years","Total","2006","More than 12 times","15",""
"Sports events","Denmark","Percentage","From 20 to 24 years","Total","2006","Never","43.3",""
"Sports events","Denmark","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","17.9",""
"Sports events","Denmark","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","12.2",""
"Sports events","Denmark","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","9.5",""
"Sports events","Denmark","Percentage","From 20 to 24 years","Total","2006","More than 12 times","17",""
"Sports events","Denmark","Percentage","From 20 to 29 years","Total","2006","Never","47.4",""
"Sports events","Denmark","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","17",""
"Sports events","Denmark","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","11.3",""
"Sports events","Denmark","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","9.2",""
"Sports events","Denmark","Percentage","From 20 to 29 years","Total","2006","More than 12 times","15.1",""
"Sports events","Denmark","Percentage","From 25 to 29 years","Total","2006","Never","50.9",""
"Sports events","Denmark","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","16.3",""
"Sports events","Denmark","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","10.5",""
"Sports events","Denmark","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","8.8",""
"Sports events","Denmark","Percentage","From 25 to 29 years","Total","2006","More than 12 times","13.5",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","Never","34.5",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","29.9",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","13.3",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","7.2",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","More than 12 times","15.1",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","Never","36",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","29.5",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","13.3",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","6.7",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","More than 12 times","14.4",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","Never","41.2",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","29",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","11.9",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","6.4",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","More than 12 times","11.5",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","Never","38.5",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","28.9",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","13.4",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","5.9",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","More than 12 times","13.3",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","Never","45.7",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","28.4",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","11",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","5.8",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","More than 12 times","9.1",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","Never","50.8",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","28.1",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","9.3",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","5.7",""
"Sports events","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","More than 12 times","6.1",""
"Sports events","Estonia","Percentage","From 16 to 19 years","Total","2006","Never","40.8",""
"Sports events","Estonia","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","32.1",""
"Sports events","Estonia","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","14.4",""
"Sports events","Estonia","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","6.9",""
"Sports events","Estonia","Percentage","From 16 to 19 years","Total","2006","More than 12 times","5.8",""
"Sports events","Estonia","Percentage","From 16 to 24 years","Total","2006","Never","49",""
"Sports events","Estonia","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","29.9",""
"Sports events","Estonia","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","11.2",""
"Sports events","Estonia","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","5.7",""
"Sports events","Estonia","Percentage","From 16 to 24 years","Total","2006","More than 12 times","4.3",""
"Sports events","Estonia","Percentage","From 16 to 29 years","Total","2006","Never","53.3",""
"Sports events","Estonia","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","28",""
"Sports events","Estonia","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","10",""
"Sports events","Estonia","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","5.1",""
"Sports events","Estonia","Percentage","From 16 to 29 years","Total","2006","More than 12 times","3.7",""
"Sports events","Estonia","Percentage","From 20 to 24 years","Total","2006","Never","55.7",""
"Sports events","Estonia","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","28",""
"Sports events","Estonia","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","8.5",""
"Sports events","Estonia","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","4.8",""
"Sports events","Estonia","Percentage","From 20 to 24 years","Total","2006","More than 12 times","3",""
"Sports events","Estonia","Percentage","From 20 to 29 years","Total","2006","Never","58.7",""
"Sports events","Estonia","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","26.2",""
"Sports events","Estonia","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","8.1",""
"Sports events","Estonia","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","4.2",""
"Sports events","Estonia","Percentage","From 20 to 29 years","Total","2006","More than 12 times","2.8",""
"Sports events","Estonia","Percentage","From 25 to 29 years","Total","2006","Never","61.9",""
"Sports events","Estonia","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","24.2",""
"Sports events","Estonia","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","7.7",""
"Sports events","Estonia","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.7",""
"Sports events","Estonia","Percentage","From 25 to 29 years","Total","2006","More than 12 times","2.5",""
"Sports events","Ireland","Percentage","From 16 to 19 years","Total","2006","Never","24.2","u"
"Sports events","Ireland","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","17.7","u"
"Sports events","Ireland","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","14.6","u"
"Sports events","Ireland","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","11","u"
"Sports events","Ireland","Percentage","From 16 to 19 years","Total","2006","More than 12 times","32.5","u"
"Sports events","Ireland","Percentage","From 16 to 24 years","Total","2006","Never","37.1","u"
"Sports events","Ireland","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","17.3","u"
"Sports events","Ireland","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","11.8","u"
"Sports events","Ireland","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","8","u"
"Sports events","Ireland","Percentage","From 16 to 24 years","Total","2006","More than 12 times","25.9","u"
"Sports events","Ireland","Percentage","From 16 to 29 years","Total","2006","Never","39.5","u"
"Sports events","Ireland","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","17.6","u"
"Sports events","Ireland","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","11.4","u"
"Sports events","Ireland","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","7.5","u"
"Sports events","Ireland","Percentage","From 16 to 29 years","Total","2006","More than 12 times","24.1","u"
"Sports events","Ireland","Percentage","From 20 to 24 years","Total","2006","Never","47.1","u"
"Sports events","Ireland","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","17","u"
"Sports events","Ireland","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","9.6","u"
"Sports events","Ireland","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","5.6","u"
"Sports events","Ireland","Percentage","From 20 to 24 years","Total","2006","More than 12 times","20.7","u"
"Sports events","Ireland","Percentage","From 20 to 29 years","Total","2006","Never","47.3","u"
"Sports events","Ireland","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","17.5","u"
"Sports events","Ireland","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","9.7","u"
"Sports events","Ireland","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","5.7","u"
"Sports events","Ireland","Percentage","From 20 to 29 years","Total","2006","More than 12 times","19.8","u"
"Sports events","Ireland","Percentage","From 25 to 29 years","Total","2006","Never","47.6","u"
"Sports events","Ireland","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","18.5","u"
"Sports events","Ireland","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","9.9","u"
"Sports events","Ireland","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","5.7","u"
"Sports events","Ireland","Percentage","From 25 to 29 years","Total","2006","More than 12 times","18.3","u"
"Sports events","Greece","Percentage","From 16 to 19 years","Total","2006","Never","56.4",""
"Sports events","Greece","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","22.7",""
"Sports events","Greece","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","10.3",""
"Sports events","Greece","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","5.1",""
"Sports events","Greece","Percentage","From 16 to 19 years","Total","2006","More than 12 times","5.4",""
"Sports events","Greece","Percentage","From 16 to 24 years","Total","2006","Never","58.3",""
"Sports events","Greece","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","22.7",""
"Sports events","Greece","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","10.1",""
"Sports events","Greece","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","4.3",""
"Sports events","Greece","Percentage","From 16 to 24 years","Total","2006","More than 12 times","4.6",""
"Sports events","Greece","Percentage","From 16 to 29 years","Total","2006","Never","60.1",""
"Sports events","Greece","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","22.4",""
"Sports events","Greece","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","9.3",""
"Sports events","Greece","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","3.7",""
"Sports events","Greece","Percentage","From 16 to 29 years","Total","2006","More than 12 times","4.5",""
"Sports events","Greece","Percentage","From 20 to 24 years","Total","2006","Never","59.7",""
"Sports events","Greece","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","22.7",""
"Sports events","Greece","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","9.9",""
"Sports events","Greece","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","3.7",""
"Sports events","Greece","Percentage","From 20 to 24 years","Total","2006","More than 12 times","4",""
"Sports events","Greece","Percentage","From 20 to 29 years","Total","2006","Never","61.3",""
"Sports events","Greece","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","22.2",""
"Sports events","Greece","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","9",""
"Sports events","Greece","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","3.2",""
"Sports events","Greece","Percentage","From 20 to 29 years","Total","2006","More than 12 times","4.3",""
"Sports events","Greece","Percentage","From 25 to 29 years","Total","2006","Never","62.7",""
"Sports events","Greece","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","21.9",""
"Sports events","Greece","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","8.2",""
"Sports events","Greece","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","2.7",""
"Sports events","Greece","Percentage","From 25 to 29 years","Total","2006","More than 12 times","4.5",""
"Sports events","Spain","Percentage","From 16 to 19 years","Total","2006","Never","51.4",""
"Sports events","Spain","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","20.4",""
"Sports events","Spain","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","7.8",""
"Sports events","Spain","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","5.7",""
"Sports events","Spain","Percentage","From 16 to 19 years","Total","2006","More than 12 times","14.7",""
"Sports events","Spain","Percentage","From 16 to 24 years","Total","2006","Never","52.4",""
"Sports events","Spain","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","20.7",""
"Sports events","Spain","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","9.1",""
"Sports events","Spain","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","5.1",""
"Sports events","Spain","Percentage","From 16 to 24 years","Total","2006","More than 12 times","12.7",""
"Sports events","Spain","Percentage","From 16 to 29 years","Total","2006","Never","57",""
"Sports events","Spain","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","19.9",""
"Sports events","Spain","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","7.8",""
"Sports events","Spain","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","4.4",""
"Sports events","Spain","Percentage","From 16 to 29 years","Total","2006","More than 12 times","10.8",""
"Sports events","Spain","Percentage","From 20 to 24 years","Total","2006","Never","53.1",""
"Sports events","Spain","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","20.9",""
"Sports events","Spain","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","9.9",""
"Sports events","Spain","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","4.7",""
"Sports events","Spain","Percentage","From 20 to 24 years","Total","2006","More than 12 times","11.4",""
"Sports events","Spain","Percentage","From 20 to 29 years","Total","2006","Never","58.6",""
"Sports events","Spain","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","19.8",""
"Sports events","Spain","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","7.8",""
"Sports events","Spain","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","4.1",""
"Sports events","Spain","Percentage","From 20 to 29 years","Total","2006","More than 12 times","9.7",""
"Sports events","Spain","Percentage","From 25 to 29 years","Total","2006","Never","63.3",""
"Sports events","Spain","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","18.9",""
"Sports events","Spain","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","6",""
"Sports events","Spain","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.6",""
"Sports events","Spain","Percentage","From 25 to 29 years","Total","2006","More than 12 times","8.3",""
"Sports events","France","Percentage","From 16 to 19 years","Total","2006","Never","53.9",""
"Sports events","France","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","20.9",""
"Sports events","France","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","11.1",""
"Sports events","France","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","7.1",""
"Sports events","France","Percentage","From 16 to 19 years","Total","2006","More than 12 times","7",""
"Sports events","France","Percentage","From 16 to 24 years","Total","2006","Never","56.2",""
"Sports events","France","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","20.7",""
"Sports events","France","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","10.3",""
"Sports events","France","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","5.9",""
"Sports events","France","Percentage","From 16 to 24 years","Total","2006","More than 12 times","6.9",""
"Sports events","France","Percentage","From 16 to 29 years","Total","2006","Never","59.3",""
"Sports events","France","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","20.9",""
"Sports events","France","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","8.9",""
"Sports events","France","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","5.1",""
"Sports events","France","Percentage","From 16 to 29 years","Total","2006","More than 12 times","5.9",""
"Sports events","France","Percentage","From 20 to 24 years","Total","2006","Never","57.9",""
"Sports events","France","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","20.5",""
"Sports events","France","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","9.6",""
"Sports events","France","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","5",""
"Sports events","France","Percentage","From 20 to 24 years","Total","2006","More than 12 times","6.9",""
"Sports events","France","Percentage","From 20 to 29 years","Total","2006","Never","61.4",""
"Sports events","France","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","20.9",""
"Sports events","France","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","8.1",""
"Sports events","France","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","4.2",""
"Sports events","France","Percentage","From 20 to 29 years","Total","2006","More than 12 times","5.4",""
"Sports events","France","Percentage","From 25 to 29 years","Total","2006","Never","65.2",""
"Sports events","France","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","21.2",""
"Sports events","France","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","6.4",""
"Sports events","France","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.4",""
"Sports events","France","Percentage","From 25 to 29 years","Total","2006","More than 12 times","3.8",""
"Sports events","Italy","Percentage","From 16 to 19 years","Total","2006","Never","47.3",""
"Sports events","Italy","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","25.8",""
